topic_id,topic_weight,Year,DOI,Title
10,0.10669630724095068,2025,10.1016/j.apergo.2025.104515,Generative AI responses are a dime a dozen; Making them count is the challenge – Evaluating information presentation styles in healthcare chatbots using hierarchical Bayesian regression models
2,0.11151853917063524,2025,10.3390/computers14060211,"Enhancing User Experiences in Digital Marketing Through Machine Learning: Cases, Trends, and Challenges"
2,0.055071689142674046,2026,10.1201/9781998511358-10,Exploring of AI-Powered Application in Chatbots for Future Development
12,0.14064144014220686,2025,10.1145/3711896.3737207,Cross-Domain Web Information Extraction at Pinterest
0,0.04495918716789213,2026,10.1007/978-3-032-06677-0_15,Code Understanding Using Sherlock
3,0.24182766026856717,2025,10.1016/j.caeai.2025.100468,A design-based approach to analysing student engagement with a GenAI-Enabled brainstorming app
2,0.07558299491909254,2025,10.1108/978-1-83608-806-620251007,Not Just a Chat: Transforming the Luxury Fashion Shopping Experience through AI Chatbots
7,0.04249421268624207,2025,10.1007/s10209-024-01144-9,Conversational agents and momentary user experience: an assessment using an electroencephalography device
2,0.049928182415515616,2025,10.1145/3719384.3719441,Eco-Friendly AI-Based Classification System for Payment Card Support Tickets
7,0.11183652465057832,2025,10.1145/3715014.3722082,Toward Sensor-In-the-Loop LLM Agent: Benchmarks and Implications
7,0.04373185282015767,2026,10.1007/978-3-032-13342-7_12,E-Mealio: An LLM-Powered Conversational Agent for Sustainable and Healthy Food Recommendation
0,0.029020821508562413,2025,10.3390/fi17080360,A Novel Framework Leveraging Large Language Models to Enhance Cold-Start Advertising Systems
8,0.04443602015463235,2025,10.1079/9781836990185.0012,"Prospects and Challenges for AI and Technological Innovation in the European Travel and Tourism Sector: Impact, Effect and Sustainable Development Goals"
10,0.03426442934645238,2025,10.3233/SHTI250518,A Natural and Unobtrusive Conversation Using a RASA-Driven Chatbot for Monitoring the Wellbeing of Elderlies
13,0.02526249991671733,2025,10.1002/pra2.1500,"Invisible Barriers: Chatbots, Language, and Access to SNAP Information"
0,0.034770759784637756,2025,10.1109/MIOT.2025.3575926,Next-Gen IoT: Human Digital Twins and Large Language Models for Proactive User Engagement
0,0.0453739450438899,2025,10.1145/3698061.3726934,The Co-Creative Design Framework for Hybrid Intelligence
13,0.1448413173697644,2025,10.1007/s10209-025-01211-9,Unleashing the potential of Turkish chatbots: a study on the validity and reliability of the bot usability scale
9,0.031098893931516804,2025,10.3390/info16110938,Voices of Researchers: Ethics and Artificial Intelligence in Qualitative Inquiry
6,0.04701374264635119,2025,10.1145/3748612,"Democratizing Game Modding with GenAI: A Case Study of StarCharM, a Stardew Valley Character Maker"
0,0.034322105933102885,2025,10.1145/3736404,Mitigating Propensity Bias of Large Language Models for Recommender Systems
0,0.024075975415190277,2025,10.1145/3705328.3748104,Never Miss an Episode: How LLMs are Powering Serial Content Discovery on YouTube
6,0.1400727969656751,2025,10.1145/3716553.3750800,Large Language Models For Multimodal User Interaction in Virtual Environments
0,0.04424522462807791,2025,10.1016/j.ijhcs.2025.103646,"“She was useful, but a bit too optimistic”: Augmenting Design with Interactive Virtual Personas"
8,0.060254299101717985,2026,10.1080/10447318.2026.2621280,Revealing While Solving: Exploring the Strategy of Service-Oriented Self-Disclosure of AI Chatbots
3,0.16989136865702512,2025,10.1002/cae.70090,Engineering Students' Experiences With ChatGPT to Generate Code for Disciplinary Programming
6,0.08077036540744136,2025,10.1145/3746469.3746516,Research on the Intelligent Development Framework of Martial Arts Cultural Products Based on Generative AI and Multi modal Interaction
12,0.1345731413174661,2025,10.4018/979-8-3373-4327-3.ch005,Role of AI chatbots in enhancing customer satisfaction and customer loyalty
4,0.10720505457408774,2025,10.1145/3711896.3737204,Complicated Semantic Alignment for Long-Tail Query Rewriting in Taobao Search Based on Large Language Model
4,0.045887104099867196,2025,10.1038/s41598-025-96458-w,"MMAgentRec, a personalized multi-modal recommendation agent with large language model"
1,0.05038621837643995,2025,10.1115/1.4067527,Reading Users’ Minds With Large Language Models: Mental Inference for Artificial Empathy in Design
0,0.03207841107280192,2025,10.1145/3737821.3749555,Collaborating with LLMs Through a Voice and Graphical User Interface
8,0.035069669284175625,2026,10.1007/978-3-032-13419-6_1,Citizens’ Perceptions of AI Government Chatbot Adoption
6,0.1697354101415132,2025,10.3791/68386,Photorealistic Learned Landscapes for Augmented Reality
0,0.046059211139025155,2025,10.1145/3706370.3727862,Drawing-in-Steps: Supporting Creative Goals through User Engagement via Hierarchical Image Generation
0,0.02782516665372991,2025,10.1145/3757980.3762111,AI-driven adaptive website content for digital well-being
10,0.16115951680917612,2025,10.3390/jpm15080363,Artificial Intelligence for Individualized Radiological Dialogue: The Impact of RadioBot on Precision-Driven Medical Practices
5,0.06882514116833083,2025,10.1145/3719160.3728629,Bias and Fairness in Conversational User Interfaces
4,0.1284633786500833,2025,10.1145/3705328.3748137,Simulating Discoverability for Upcoming Content in TV Entertainment Platforms
4,0.11054774515727626,2025,10.1145/3746252.3761640,UXSim: Towards a Hybrid User Search Simulation
0,0.034194112253041864,2025,10.1145/3748777.3748786,Private Next Location Prediction using Transformers: Enhancing Accuracy under Differential Privacy Constraints
0,0.04009839502211716,2026,10.1109/ICMLAS67792.2026.11483846,Intelligent Tourism Management Using Web and AI Technologies
0,0.02207242097397506,2025,10.1016/j.comnet.2025.111573,Generative artificial intelligence for integrated sensing and communication in 6G
8,0.1474482835231805,2026,10.47989/ir31261439,Modelling user trust in chatbots: the role of anthropomorphic cues and social responses in information services
11,0.06290562780960642,2025,10.3390/app152111442,Multi-Layer Prompt Engineering for Intent Recognition in Travel Planning Assistants
8,0.10293840586445745,2025,10.1145/3720554.3735863,Navigating Privacy and Engagement in the Digital Age
4,0.06606501766418099,2025,10.1145/3731715.3733450,TourMLLM: A Retrieval-Augmented Multimodal Large Language Model for Multitask Learning in the Tourism Domain
8,0.051673703807744574,2025,10.3390/ai6050106,Understanding Social Biases in Large Language Models
13,0.033848330481615424,2025,10.1007/s10515-025-00533-5,Mobile application review summarization using chain of density prompting
9,0.2626155914373761,2026,10.1108/LHTN-03-2026-0042,Biblios: building an AI-powered chatbot for library resource discovery – a practitioner case study
4,0.048555224719864766,2025,10.14569/IJACSA.2025.0161223,Agentic AI as the Orchestrator of Mobile Ecosystems: A Review of the Trade-off Between Performance and Drawbacks
6,0.16501919419519756,2025,10.3390/electronics14122478,Natural Interaction in Virtual Heritage: Enhancing User Experience with Large Language Models
3,0.12931902957739358,2025,10.1007/s10639-025-13403-0,What drives Chinese university students’ long-term use of GenAI? Evidence from the heuristic-systematic model
0,0.047394997953304666,2026,10.1109/ICMCSI67283.2026.11412712,"Integrating AI with Cloud Computing: Architecture, Benefits, and Emerging Innovations"
12,0.04033438055262394,2025,10.3390/bdcc9070165,Exploring Factors Impacting User Satisfaction with Electronic Payment Services in Taiwan: A Text-Mining Analysis of User Reviews
4,0.04943028360324992,2025,10.1145/3726302.3731697,"Theory and Toolkits for User Simulation in the Era of Generative AI: User Modeling, Synthetic Data Generation, and System Evaluation"
8,0.02956247392698704,2025,10.3837/tiis.2025.12.011,LLM-Powered Micro Well-being Habit Interface in Personal Task Management (PTM): Promoting Positive Self-Reflection
11,0.022914745722475843,2025,10.1145/3699682.3728332,The role of GPT as an adaptive technology in climate change journalism
4,0.03791947512843844,2025,10.1016/j.knosys.2025.114307,LLM-powered explanations: Unraveling recommendations through subgraph reasoning
6,0.10389124288677706,2025,10.4018/979-8-3693-8769-6,"Revolutionizing hospitality management systems with AI, VR, and machine learning"
10,0.034725026872965394,2025,10.1002/wnan.70029,Transforming Cancer Nanotechnology Data Analysis and User Experience. Part II: Providing Future Solutions Using Large Language Models
2,0.04524487922263921,2025,10.4018/979-8-3693-9841-8,Integrating ChatGPT into system applications and services
0,0.020565461631204075,2025,10.1145/3715668.3736341,CitizenVision: A Mobile App to Promote Citizen Engagement with Generative AI
4,0.07331633972131135,2025,10.1145/3726302.3730080,Search-Based Interaction For Conversation Recommendation via Generative Reward Model Based Simulated User
7,0.03923320982978067,2025,10.1145/3699682.3728321,"""show Me How"": Benefits and Challenges of Agent-Augmented Counterfactual Explanations for Non-Expert Users"
0,0.03287810095479891,2025,10.1145/3714394.3750594,Nexa: A Context-Aware Assistant for Service Recommendation on Smartphones
11,0.18235944435792184,2025,10.1016/j.chbr.2025.100722,The interaction between emotion dynamics and opinion changes in the era of generative AI
3,0.09262956269536576,2025,10.1145/3723010.3723021,Evaluation of a Node-based Automatic Short Answer Tool “NodeGrade”
5,0.2500478803198785,2025,10.1145/3749472,Guiding Multiple Remote Users in Physical Tasks with Language-driven Robotic Telepresence
13,0.034454777549041256,2025,10.1145/3705328.3748094,LADDER: LLM-Annotated Data for Dogfooded Evaluation of Rankings
4,0.12221748128524869,2025,10.1016/j.jss.2025.112436,RAGVA: Engineering retrieval augmented generation-based virtual assistants in practice
8,0.0661761851471755,2026,10.1515/roms-2025-0099,Consumer Behavior Toward AI-Powered Chatbots in Interactive Marketing: The Moderating Role of Perceptual Psychology
11,0.06776510773398657,2025,10.1145/3746059.3747617,Talking Spell: A Wearable System Enabling Real-Time Anthropomorphic Voice Interaction with Everyday Objects
11,0.04897307630567339,2026,10.1109/CCIC68129.2026.11486060,Exploring AI-Driven Accessibility Solutions: A Comprehensive Study on Assistive Tools for the Visually Impaired
2,0.14576101748701772,2026,10.1007/978-3-032-08243-5_39,Intelligent Customer Support AI Chatbot
6,0.04113656715788138,2025,10.1145/3713043.3731551,Applying LLM-Powered Virtual Humans to Child Interviews in Child-Centered Design
8,0.023959372399440407,2025,10.1016/j.actpsy.2025.105488,Examining the impediments to AI chatbots adoption among professional practitioners: An ISM – SEM approach
4,0.1465724355341304,2025,10.1016/j.jii.2025.100807,Knowledge graph enhanced retrieval-augmented generation for failure mode and effects analysis
2,0.055568776415096985,2026,10.1016/j.jretconser.2025.104457,Asking fintech voice Chatbots: Explaining consumer switching intention by status quo bias theory
13,0.04800643495925036,2025,10.1145/3764687.3764714,Evaluating User Experience in Conversational Recommender Systems: A Systematic Review Across Classical and LLM-Powered Approaches
13,0.20955367730449823,2025,10.1145/3711670.3764614,AI-Powered Automated and Remote UX Evaluation Methods: A Systematic Literature Review
0,0.023108100415308915,2025,10.11925/infotech.2096-3467.2024.0939,Exploring the Effectiveness of Prompt Strategies in Generative AI Conversations; [生成式 AI 对话中的提示词策略有效性探究]
6,0.07020858881262769,2025,10.1007/s40558-025-00312-8,Tell me more: integrating LLMs in a cultural heritage website for advanced information exploration support
6,0.017229808908503987,2025,10.1002/pra2.1316,"What Makes a Good Prompter? Insights into Prompt Literacy across Mind, Experience, and Culture"
3,0.08725961490773092,2026,10.1002/9781394275519.ch24,Intelligent IoT-Enabled Privacy-Preserving Course Recommendation System: Leveraging NLP Chatbot and Federated Learning with Federated Linear Regression
11,0.043150664410672696,2025,10.1177/21582440251381680,Effects of Prompt Elements on Problem-Solving Performance and User Experience: Insights from ChatGPT Interactions
6,0.13777404939055155,2025,10.1145/3694907.3765932,Context-Aware Application Recommendations in Augmented Reality
7,0.14638227544371313,2025,10.1145/3757062,Exploring Familiarity and Knowledgeability in Conversational Virtual Agents
2,0.04233714939722318,2025,10.1145/3720533.3750059,Vocalize: Lead Acquisition and User Engagement through Gamified Voice Competitions
0,0.03495625373536514,2025,10.1145/3733723.3733736,DTIO: Data Stack for AI-driven Workflows
6,0.054491321158399775,2025,,"Proceedings of 3rd International Conference of the Greece ACM SIGCHI Chapter, CHIGreece 2025"
10,0.07554633994857686,2025,10.3233/SHTI250921,Ambient Listening in Clinical Practice: Evaluating EPIC Signal Data Before and After Implementation and Its Impact on Physician Workload
4,0.172819141645922,2025,10.1002/pra2.1242,Leveraging Large Language Models for Dataset Discovery
2,0.1964046387229784,2025,10.4018/979-8-3373-0918-7,AI innovations for customer experience optimization in the service sector
0,0.03978318347003791,2025,10.1145/3726302.3730354,Toward Holistic Evaluation of Recommender Systems Powered by Generative Models
6,0.16513125465002,2025,10.1145/3746058.3758362,AdjustAR: AI-Driven In-Situ Adjustment of Site-Specific Augmented Reality Content
2,0.03382217111496738,2025,10.4018/979-8-3373-3048-8.ch003,Trends in Conversational Artificial Intelligence: Who Controls the Voice Behind the Bot?
3,0.047631313470438245,2025,10.1016/j.chb.2025.108569,Enhancing student GAI literacy in digital multimodal composing through development and validation of a scale
6,0.06293948932884177,2025,10.1145/3749012.3749052,Generative AI: A Systematic Review of Related Interfaces and Interactions
3,0.23058761820985482,2025,10.1007/s42979-025-04010-4,Exploring Students’ Perceptions and Satisfaction of Using GenAI-ChatGPT Tools for Learning in Higher Education: A Mixed Methods Study
6,0.13518544257547677,2025,10.1016/j.cag.2025.104473,Voice of artifacts: Evaluating user preferences for artifact voice in VR museums
0,0.026808742955750354,2026,10.1007/978-3-032-13184-3_7,A Hybrid Recommendation Framework for Enhancing User Engagement in Local News
0,0.019957898895654632,2025,10.1145/3701716.3715565,"Evaluating the Efficacy of Next.js: A Comparative Analysis with React.js on Performance, SEO, and Global Network Equity"
8,0.042536205021202526,2025,10.1145/3748699.3749775,"""it's not that i don't trust the bot, but can it actually help?"" Listening to Young Adults' Experience with the Transparency Designs of an Image-based Sexual Abuse Victim Support AI Chatbot"
7,0.040996090321978006,2025,10.1145/3746058.3758467,"Identifying, Capturing, and Reusing Tacit Knowledge in Creative Domains with Generative AI"
3,0.1145510988912413,2025,10.1038/s41598-025-93871-z,The role of generative AI tools in shaping mechanical engineering education from an undergraduate perspective
10,0.0481038835928225,2025,10.5826/dpc.1504a5929,"Artificial Intelligence in Patient Education for Androgenetic Alopecia: A Comparative Study of ChatGPT, Gemini, and Deepseek R1"
6,0.07768059272813156,2025,10.1145/3761667.3761966,Bridging Generations Through Reconstructed Historical Environments for Spatial User Interfaces
0,0.03949720405699853,2025,10.1145/3733816.3760753,"""I Apologize For Not Understanding Your Policy"": Exploring the Evaluation of User-Managed Access Control Policies by AI Virtual Assistants"
11,0.07936011653396623,2025,10.1145/3746027.3755327,Bring the VibeOn: Designing a Multimodal Interface for Shared Emotional Experiences in Live-streamed Concerts
2,0.07141341306321464,2025,10.1063/5.0294858,Information service chatbot with context recognition and synonym detection
8,0.037991433904427066,2025,10.1177/21582440251380135,Trust Under Bounded Rationality: Exploring Human-AI Interaction in Decision-Making Through Large Language Models
10,0.04575454472053387,2025,10.3390/life15060909,"The Emerging Clinical Relevance of Artificial Intelligence, Data Science, and Wearable Devices in Headache: A Narrative Review"
2,0.16911214834930205,2025,10.4018/979-8-3373-2058-8.ch004,Artificial intelligence in chatbots and conversational marketing
4,0.13681871194161577,2025,10.1145/3701716.3715284,I Am Not a Caveman An Eye-tracking Study of How Users are Influenced to Search in the Era of GenAI
8,0.035166675455815616,2026,10.1155/adph/4408159,Profiles of Chatbot Users in the Workplace: A Person-Centred Exploration of Differences in Psychological Ownership and Performance
2,0.021219896009302346,2025,10.1145/3705328.3759325,PAIRSAT: Integrating Preference-Based Signals for User Satisfaction Estimation in Dialogue Systems
0,0.030988446054844094,2025,10.1145/3698061.3734408,Sculpt-to-Image: Exploring Clay-based Sculpting to Support Human-AI-Co-Creation of Images
5,0.15951170107722465,2025,10.1038/s41598-025-01528-8,LLM-based robot personality simulation and cognitive system
0,0.0504421841762127,2026,,"Workshops and other satellite events organized alongside the 22nd International Conference on Service-Oriented Computing, ICSOC 2024"
2,0.10543004415995748,2025,10.1108/JCM-06-2024-6929,Examining the impact of anthropomorphism and AI-chatbots service quality on online customer flow experience – exploring the moderating role of telepresence
0,0.03618059421078233,2025,10.1145/3746059.3747668,NeuroSync: Intent-Aware Code-Based Problem Solving via Direct LLM Understanding Modification
5,0.2619113039702854,2025,10.1145/3746059.3747697,NarraGuide: An LLM-based Narrative Mobile Robot for Remote Place Exploration
0,0.016848362364277062,2026,10.1609/aaai.v40i48.42345,IntelliProof: An Argumentation Network-based Conversational Helper for Organized Reflection
4,0.01812784014853326,2025,10.1145/3731120.3744580,Retrieving Under Uncertainty: Towards a Chatbot Uncertainty Taxonomy (CUT) for Information Retrieval
6,0.1608399004188535,2025,10.3390/architecture5020036,Metaverse and Digital Twins in the Age of AI and Extended Reality
4,0.06864911852120646,2025,10.1145/3726302.3730321,SynthTRIPs: A Knowledge-Grounded Framework for Benchmark Query Generation for Personalized Tourism Recommenders
12,0.040118246126883125,2025,10.1017/pds.2025.10077,Artificial intelligence (AI) in the design process - A review and analysis on generative AI perspectives
0,0.037637143659094284,2026,10.1109/ICCSC67078.2026.11468510,"Sampark: An India-Based, Secure, and Self-Reliant AI-Powered Chatting Application"
3,0.034100914010023985,2025,10.1177/10711813251369397,AI Tutors and Open-Source Textbooks: Bridging the Gap in Digital Learning
12,0.18974475122682455,2025,10.1145/3757749.3757850,LLM-Driven E-Commerce Marketing Content Optimization: Balancing Creativity and Conversion
0,0.047852353998441795,2026,,"20th Iberian Conference on Information Systems and Technologies, CISTI 2025"
3,0.08636880789730708,2026,10.1109/ACCESS.2026.3660365,Sentiment Dynamics of Graduating Students-to-Employees Transitions: A Paired Sample LLM-Based Analysis of Expectations and Real-World Experiences
3,0.20863429238905282,2025,10.1038/s41598-025-03298-9,Modeling teacher education students’ adoption of large language models through an extended technology acceptance framework
12,0.06800058990905382,2025,10.1145/3663547.3759758,EchoMall: Prototyping GenAI-powered Vision-Free Online Shopping Experience for Blind and Low-Vision Customers
0,0.038148806764425065,2025,10.1061/JCEMD4.COENG-16658,"Exploring Large Language Model AI tools in Construction Project Risk Assessment: Chat GPT Limitations in Risk Identification, Mitigation Strategies, and User Experience"
11,0.10159801738131254,2025,10.1145/3714394.3754361,Poemithy: Leveraging Multimodal LLMs for Emotional Healing through Classical Chinese Poetry
3,0.1079231195710785,2025,10.11591/ijere.v14i6.35245,Perceptions and institutional readiness for generative AI adoption in education using a multi-method approach
12,0.1351019916886015,2025,10.64534/Commer.2025.512,Unveiling the Impact of AI-Chatbot Attributes and Anthropomorphic Cues in E-Commerce
4,0.13647945130436379,2025,10.1145/3746252.3761393,SUMMA: A Multimodal Large Language Model for Advertisement Summarization
8,0.024120615928578386,2025,10.1145/3729176.3729180,When Efficiency Meets Fulfillment: Understanding Long-Term LLM Integration in Knowledge Work
6,0.10664322236632974,2025,10.3991/ijim.v19i21.58851,Design and Evaluation of an Augmented Reality and Generative AI-Driven English Speaking Training System
4,0.061652790082051115,2025,10.15187/adr.2025.05.38.2.391,Dark Patterns in Generative AI Voice Search: An Analysis and Implications for User-Centered Interface Design
7,0.10237003625476733,2025,10.1145/3694907.3765918,Effects of Verbal Interruption in Conversations with an Intelligent Virtual Agent in Virtual Reality
3,0.12318612397117884,2025,10.1177/21582440251392080,"Exploring Saudi EFL Learners’ Engagement with ChatGPT: A Mixed-Methods Study of Perceptions, Attitudes, and Intentions"
4,0.14403018760030104,2025,10.1016/j.ijinfomgt.2025.102938,From self-service to AI-assisted service: A mixed-method study of IT support service provision using search tools and chatbots
10,0.11082046947991768,2025,10.1186/s12911-025-03088-3,Exploring the possibilities and limitations of customized large language model to support and improve cervical cancer screening
11,0.21901125453482223,2025,10.3390/jtaer20030221,"Extracting Emotions from Customer Reviews Using Text Mining, Large Language Models and Fine-Tuning Strategies"
13,0.06938284580010234,2025,10.3390/healthcare13243225,A Generative AI Framework for Cognitive Intervention in Older Adults: An Integrated Engineering Design and Clinical Protocol
8,0.0712095963786408,2025,10.1186/s40359-025-02459-9,The effects of response time on older and young adults’ interaction experience with Chatbot
3,0.10566521711817754,2025,10.3390/ejihpe15080152,DIALOGUE: A Generative AI-Based Pre–Post Simulation Study to Enhance Diagnostic Communication in Medical Students Through Virtual Type 2 Diabetes Scenarios
7,0.04059269816761221,2025,10.1145/3757548,AI-induced Sexual Harassment: Investigating Contextual Characteristics and User Reactions of Sexual Harassment by a Companion Chatbot
2,0.10916912908786455,2026,10.28924/2291-8639-24-2026-40,The Impact of Online Customer Experience on Repurchase Intention in the Context of Digital Transformation and the Prevalence of AI/Chatbots
3,0.07367703281952284,2025,10.1145/3708035.3736079,Understanding AI Education Needs: Insights from the NAIRR Pilot
6,0.08387745965521057,2025,10.3390/systems13121091,NAIA: A Robust Artificial Intelligence Framework for Multi-Role Virtual Academic Assistance
7,0.06204738477254876,2025,10.1145/3719160.3736635,SmartEats: Investigating the Effects of Customizable Conversational Agent in Dietary Recommendations
0,0.033691468887888265,2025,10.11898/1001-7313.20250608,Design and Application of DeepSeek’s Large Language Model for Meteorological Business Agent; [基于 DeepSeek 的气象智能支撑系统设计与应用]
12,0.09293928399281076,2025,10.1016/j.mlwa.2025.100722,A hybrid approach to conangtent generation based on user experience using generative AI elements
3,0.10814562958720426,2025,10.1145/3724504.3724537,Generation and Evaluation of International Chinese Teaching Resources by Generative Artificial Intelligence
12,0.026538796226782662,2025,10.1145/3746252.3761078,LLMCBR: Large Language Model-based Multi-View and Multi-Grained Learning for Bundle Recommendation
8,0.054470944357017916,2026,10.3389/fpubh.2026.1792791,Functional experiences of a LINE-based chatbot and their associations with system use experience among older adults: a cross-sectional study
8,0.049660477467517214,2025,10.1145/3745238.3745525,Can generative AI features increase users' continued use intention?: The mediating role of user perceived value and user satisfaction
1,0.23416621472536567,2025,10.1145/3715336.3735795,Customizable AI for Depression Care: Improving the User Experience of Large Language Model-Driven Chatbots
11,0.02267689290663804,2025,10.1145/3705328.3748102,Minimize Negative Experiences in Video Recommendation Systems with Multimodal Large Language Models
11,0.05748811245760536,2026,10.1007/978-3-032-12968-0_70,An Exploratory Consumer Research on Drivers of Chatbot Satisfaction: The Pivotal Role of Empathy in Human-Artificial Intelligence Interaction
8,0.11682049915065296,2025,10.1016/j.tele.2025.102342,How private is private enough? Evaluating facial de-identification across changing social contexts
6,0.08069630050991801,2025,10.1145/3716553.3756015,Talking-to-Build: How LLM-Assisted Interface Shapes Player Performance and Experience in Minecraft
3,0.05863849366390071,2025,10.1007/s41809-025-00180-y,Determinants of researchers’ intentions to utilize ChatGPT: insights from Türkiye and the United Kingdom
9,0.22094848628707636,2025,10.13998/j.cnki.issn1002-1248.25-0562,Design and Transformation Pathways of Library Systems Driven by Generative Agents; [面向生成式智能体的图书馆系统架构与转型研究]
0,0.021550153504637605,2025,10.1145/3746059.3747689,ViseGPT: Towards Better Alignment of LLM-generated Data Wrangling Scripts and User Prompts
12,0.061654844578196526,2025,10.1145/3757471,EchoAid: Enhancing Livestream Shopping Accessibility for the DHH Community
6,0.02853608090978869,2025,10.1145/3719160.3736633,DesignMinds: Enhancing Video-Based Design Ideation with a Vision-Language Model and a Context-Injected Large Language Model
8,0.053194022795479946,2025,10.1016/j.techsoc.2024.102805,Digital privacy education: Customized interventions for U.S. older and younger adults in rural and urban settings
12,0.16163957139701954,2025,10.1145/3766671.3766843,Research on E-Commerce Long-Tail Product Recommendation Mechanism Based on Large-Scale Language Models
3,0.051322736389465065,2025,10.3390/app15179509,Integration of UX Design Guidelines in the Requirements Engineering Lifecycle for Generative AI Solutions
10,0.09753198052665223,2026,10.1007/978-3-032-01130-5_11,Enhancing Knowledge Access in Online Health Communities: A Chatbot Prototype for Cannabis Treatment Support
4,0.17672758896885438,2025,10.1145/3726302.3729998,How Users Interact with Generative Information Retrieval Systems: A Study of User Behavior and Search Experience
0,0.025975937095697146,2025,10.1145/3750069.3750149,Style Matters: Exploring the Role of Art Style in AI-Generated Images on Engagement in a Gamified Text Labelling Interface
6,0.1507787985340809,2025,10.1145/3746059.3747673,Can You Move These over There? Exploring an LLM-based VR Mover to Support Natural Multi-object Manipulation
6,0.18438284867105476,2025,10.32674/e7vq5509,Immersive Virtual Learning Experiences of Senior Secondary School Students from India and Russia: A Mixed Method Study
4,0.06839791600624028,2025,10.1145/3746252.3761401,FollowGPT: A Framework of Follow-up Question Generation for Large Language Models via Conversation Log Mining
2,0.10082565181501493,2026,10.1007/978-3-032-15147-6_17,Exploring the Impact of Empathy on User Satisfaction in Banking Chatbots: A Path to Enhanced Customer Experience
2,0.048920837954584816,2025,10.1108/978-1-83662-582-720251015,Guest-centric AI: A theoretical inquiry of guest experiences on the integration of AI chatbots among luxury guest accommodations
4,0.1374523669864261,2026,10.1109/ICCECE69169.2026.11399755,Domain Knowledge graph enhancement method
11,0.029482952566858445,2025,,Enhancing Mobile App Quality: A Data-Driven Approach to User Feedback
10,0.1236880204392783,2025,10.1177/10711813251359995,Users Willingness to Use Healthcare Chatbot and its Perceived Impact on Health Self-Management: A Survey Study
10,0.05684304147796045,2025,10.1039/d5lc00636h,A luminescence-based point-of-care HIV viral load test for antiretroviral therapy monitoring
0,0.023096592561021048,2026,10.1007/978-3-032-05497-5_11,When Chatbots Meet Process Mining: Conversation Mining in the Era of Digital Trace Data
3,0.13852404714861796,2025,10.1007/s40593-025-00518-1,Using Generative AI Tools in Collaborative UX design Courses
0,0.04256199895401772,2025,10.1145/3716553.3750793,StoryDiffusion: How to Support UX Storyboarding With Generative-AI
11,0.20165029102820323,2026,10.1007/978-3-032-12764-8_22,Designing Adaptive Virtual Health Assistants Using Cognitive and Emotional State Predictions
3,0.20028559400971782,2025,10.1016/j.cag.2025.104375,SDR-Explorer: A user-friendly visual tool to support preventing student dropouts in higher education
0,0.024582497538815272,2025,10.1145/3768421.3768465,RESEARCH on campus APP tourism intelligent report generation based on multimodal learning
10,0.1401262611239859,2025,10.3233/SHTI250667,Acceptability of Academic Large Language Model for Patients Seeking Health Information
11,0.058221855623116145,2025,10.1007/s00146-025-02277-y,Human–chatbot communication: a systematic review of psychological studies
2,0.18062075869949346,2025,10.4018/979-8-3373-3221-5,Enhancing Customer Experience With AI-Powered Marketing
1,0.10603445382874459,2025,10.1055/a-2647-1210,Health Consumers’ Use and Perceptions of Health Information from Generative Artificial Intelligence Chatbots: A Scoping Review
7,0.04054306114732201,2026,10.1109/TEM.2026.3675417,Embedding CAs in Organizational Ecosystems: Accomplishments and Future Research
6,0.04643590892268151,2025,10.1145/3746059.3747756,StreetViewAI: Making Street View Accessible Using Context-Aware Multimodal AI
8,0.030220066907586475,2025,10.3390/electronics14163266,Assessing Chatbot Acceptance in Policyholder’s Assistance Through the Integration of Explainable Machine Learning and Importance–Performance Map Analysis
4,0.09524193285331417,2025,10.1145/3719160.3737613,Fake Friends and Sponsored Ads: The Risks of Advertising in Conversational Search
3,0.08737041651719078,2025,10.3390/app152413050,Fine-Tuning Generative AI with Domain Question Banks: Evaluating Multi-Type Question Generation and Grading
3,0.12850962721598144,2025,10.1145/3749012.3749048,The Reel Deal: Designing and Evaluating LLM-Generated Short-Form Educational Videos
0,0.02891559136355135,2025,10.15187/adr.2025.11.38.4.269,Automated Framework for Screen Recording–Based UX Behavior Analysis: A Case Study on OTT Exploration; [화면녹화 데이터를 활용한 자동화 UX 행동 분석 절차: OTT 콘텐츠 탐색 사례 적용]
5,0.20983020516582496,2025,10.1145/3716553.3750747,Speech-to-Joy: Self-Supervised Features for Enjoyment Prediction in Human-Robot Conversation
12,0.1511523879963027,2026,10.1007/978-981-96-7241-7_17,Investigating the Role of Artificial Intelligence in Enhancing Customer Experience in E-Commerce Platform
3,0.1408790725606098,2025,10.1186/s41239-025-00526-0,The effects of generative AI on collaborative problem-solving and team creativity performance in digital story creation: an experimental study
6,0.03633639397584101,2025,10.1145/3745238.3745457,Enhancing Tourist Experience Across Age Groups with Large Language Models: Evaluating ChatGPT as a Virtual Tour Guide
0,0.02564943156657683,2025,10.1145/3757660,Steering AI-driven Personalization of Scientific Text for General Audiences
10,0.07143470755204592,2025,10.1145/3719160.3737619,Leveraging Generative and Rule-Based Models for Persuasive STI Education: A Multi-Chatbot Mobile Application
0,0.03845052440310116,2025,10.1109/JSAC.2025.3623191,Advancing Compositional LLM Reasoning With Structured Task Relations in Interactive Multimodal Communications
